# Apophis->SpacecraftZ in EME2000 (km, km/sec)
# columns: epoch, x, y, z, dx, dy, dz
01-JUL-2028 19:00:00.0000 ET, +6.5275886051488607e-01, -5.1909623747888800e-01, +3.9935651030682717e-01, -3.9559103608468002e-05, +3.8888063270876295e-06, +4.6604172566007419e-05
01-JUL-2028 19:10:00.0000 ET, +6.2857975113831144e-01, -5.1641655353647065e-01, +4.2703754659305726e-01, -4.1033474682071521e-05, +5.0461265719170586e-06, +4.5652364888943899e-05
01-JUL-2028 19:20:00.0000 ET, +6.0352446444017249e-01, -5.1303789755484319e-01, +4.5412295117921420e-01, -4.2478972886922535e-05, +6.2183807561526096e-06, +4.4618581519379415e-05
01-JUL-2028 19:30:00.0000 ET, +5.7761163821857453e-01, -5.0895192620704255e-01, +4.8056329373750406e-01, -4.3891193829600831e-05, +7.4034807841472034e-06, +4.3502054960813073e-05
01-JUL-2028 19:40:00.0000 ET, +5.5086259409191418e-01, -5.0415160534314318e-01, +5.0630877459093515e-01, -4.5265599664022561e-05, +8.5991509523460957e-06, +4.2302326722672628e-05
01-JUL-2028 19:50:00.0000 ET, +5.2330141058444313e-01, -4.9863132211487071e-01, +5.3130941900076478e-01, -4.6597542902841120e-05, +9.8029298088340686e-06, +4.1019276644523690e-05
01-JUL-2028 20:00:00.0000 ET, +4.9495498051381037e-01, -4.9238699522591478e-01, +5.5551528905350422e-01, -4.7882294958334531e-05, +1.1012174580786902e-05, +3.9653152168653147e-05
01-JUL-2028 20:10:00.0000 ET, +4.6585305036631697e-01, -4.8541618173005940e-01, +5.7887671227351345e-01, -4.9115077879267556e-05, +1.2224068308531078e-05, +3.8204595011602464e-05
01-JUL-2028 20:20:00.0000 ET, +4.3602823939702212e-01, -4.7771817867217914e-01, +6.0134452567511765e-01, -5.0291099938730296e-05, +1.3435629908390079e-05, +3.6674665571267657e-05
01-JUL-2028 20:30:00.0000 ET, +4.0551603635874045e-01, -4.6929411778184393e-01, +6.2287033350140886e-01, -5.1405594635087480e-05, +1.4643727294909973e-05, +3.5064864095529838e-05
01-JUL-2028 20:40:00.0000 ET, +3.7435477190798999e-01, -4.6014705135753564e-01, +6.4340677649833711e-01, -5.2453862679402273e-05, +1.5845093625967417e-05, +3.3377147830252524e-05
01-JUL-2028 20:50:00.0000 ET, +3.4258556505056703e-01, -4.5028202746774237e-01, +6.6290781008937427e-01, -5.3431316454398375e-05, +1.7036346661064012e-05, +3.1613943431514772e-05
01-JUL-2028 21:00:00.0000 ET, +3.1025224229510651e-01, -4.3970615261506890e-01, +6.8132898842879119e-01, -5.4333526367494286e-05, +1.8214011159653573e-05, +2.9778154005648568e-05
01-JUL-2028 21:10:00.0000 ET, +2.7740122862988842e-01, -4.2842864009404164e-01, +6.9862775089404272e-01, -5.5156268451645372e-05, +1.9374544179604435e-05, +2.7873160219339060e-05
01-JUL-2028 21:20:00.0000 ET, +2.4408140991335492e-01, -4.1646084240926373e-01, +7.1476370725582061e-01, -5.5895571700101735e-05, +2.0514362800839505e-05, +2.5902814569587739e-05
01-JUL-2028 21:30:00.0000 ET, +2.1034396678421366e-01, -4.0381626630280903e-01, +7.2969891750777605e-01, -5.6547765501663779e-05, +2.1629874298490941e-05, +2.3871429268265799e-05
