# Sun->Apophis in EME2000 (km, km/sec)
# columns: epoch, x, y, z, dx, dy, dz
01-JUL-2028 16:40:00.0000 ET, -6.0203731923885405e+07, -1.0956125523374219e+08, -4.2225035420564026e+07, +3.1070390181465605e+01, -8.8419261298879288e+00, -2.5031288654198440e+00
01-JUL-2028 16:50:00.0000 ET, -6.0185089063830316e+07, -1.0956655925015622e+08, -4.2226536858811542e+07, +3.1072476589730815e+01, -8.8381285007641956e+00, -2.5016652642849704e+00
01-JUL-2028 17:00:00.0000 ET, -6.0166444952072605e+07, -1.0957186098784381e+08, -4.2228037418846659e+07, +3.1074562523525874e+01, -8.8343303751466529e+00, -2.5002014906927821e+00
01-JUL-2028 17:10:00.0000 ET, -6.0147799588897042e+07, -1.0957716044650713e+08, -4.2229537100565881e+07, +3.1076647982575398e+01, -8.8305317531431413e+00, -2.4987375446242113e+00
01-JUL-2028 17:20:00.0000 ET, -6.0129152974588439e+07, -1.0958245762584834e+08, -4.2231035903865702e+07, +3.1078732966952387e+01, -8.8267326348343857e+00, -2.4972734260191234e+00
01-JUL-2028 17:30:00.0000 ET, -6.0110505109431706e+07, -1.0958775252556963e+08, -4.2232533828642629e+07, +3.1080817476308887e+01, -8.8229330201049603e+00, -2.4958091350020575e+00
01-JUL-2028 17:40:00.0000 ET, -6.0091855993711852e+07, -1.0959304514537320e+08, -4.2234030874793202e+07, +3.1082901510695358e+01, -8.8191329090768207e+00, -2.4943446715084630e+00
01-JUL-2028 17:50:00.0000 ET, -6.0073205627713934e+07, -1.0959833548496127e+08, -4.2235527042213954e+07, +3.1084985069872676e+01, -8.8153323017657179e+00, -2.4928800355330809e+00
01-JUL-2028 18:00:00.0000 ET, -6.0054554011723079e+07, -1.0960362354403602e+08, -4.2237022330801383e+07, +3.1087068153839450e+01, -8.8115311980263051e+00, -2.4914152270033187e+00
01-JUL-2028 18:10:00.0000 ET, -6.0035901146024548e+07, -1.0960890932229973e+08, -4.2238516740452066e+07, +3.1089150762160227e+01, -8.8077295981897006e+00, -2.4899502463369378e+00
01-JUL-2028 18:20:00.0000 ET, -6.0017247030903630e+07, -1.0961419281945457e+08, -4.2240010271062523e+07, +3.1091232894996313e+01, -8.8039275019780909e+00, -2.4884850931099987e+00
01-JUL-2028 18:30:00.0000 ET, -5.9998591666645706e+07, -1.0961947403520280e+08, -4.2241502922529303e+07, +3.1093314552121370e+01, -8.8001249094432286e+00, -2.4870197674426242e+00
01-JUL-2028 18:40:00.0000 ET, -5.9979935053536244e+07, -1.0962475296924672e+08, -4.2242994694748968e+07, +3.1095395733427214e+01, -8.7963218208850353e+00, -2.4855542693670349e+00
01-JUL-2028 18:50:00.0000 ET, -5.9961277191860788e+07, -1.0963002962128855e+08, -4.2244485587618075e+07, +3.1097476438763984e+01, -8.7925182358375462e+00, -2.4840885989351338e+00
01-JUL-2028 19:00:00.0000 ET, -5.9942618081904948e+07, -1.0963530399103056e+08, -4.2245975601033203e+07, +3.1099556667991529e+01, -8.7887141548524284e+00, -2.4826227560783152e+00
01-JUL-2028 19:10:00.0000 ET, -5.9923957723954447e+07, -1.0964057607817508e+08, -4.2247464734890901e+07, +3.1101636420969175e+01, -8.7849095774951120e+00, -2.4811567408593942e+00
01-JUL-2028 19:20:00.0000 ET, -5.9905296118295051e+07, -1.0964584588242435e+08, -4.2248952989087760e+07, +3.1103715697570109e+01, -8.7811045039876188e+00, -2.4796905532884344e+00
01-JUL-2028 19:30:00.0000 ET, -5.9886633265212640e+07, -1.0965111340348069e+08, -4.2250440363520376e+07, +3.1105794497839561e+01, -8.7772989341670868e+00, -2.4782241932352829e+00
01-JUL-2028 19:40:00.0000 ET, -5.9867969164993145e+07, -1.0965637864104642e+08, -4.2251926858085319e+07, +3.1107872821181211e+01, -8.7734928686702141e+00, -2.4767576610569462e+00
01-JUL-2028 19:50:00.0000 ET, -5.9849303817922562e+07, -1.0966164159482384e+08, -4.2253412472679183e+07, +3.1109950667912585e+01, -8.7696863067799455e+00, -2.4752909564399097e+00
01-JUL-2028 20:00:00.0000 ET, -5.9830637224287026e+07, -1.0966690226451534e+08, -4.2254897207198575e+07, +3.1112028037731474e+01, -8.7658792488421522e+00, -2.4738240794832134e+00
