# Apophis->SpacecraftX in EME2000 (km, km/sec)
# columns: epoch, x, y, z, dx, dy, dz
13-DEC-2028 20:50:00.0000 ET, -1.9427993148899616e+00, +4.0871472922895014e-01, -2.6667366810419311e+00, -2.2856820153343686e-05, -1.2482375986096837e-05, +1.4738794382140072e-05
13-DEC-2028 21:00:00.0000 ET, -1.9564846339177102e+00, +4.0121812561434700e-01, -2.6578550236539473e+00, -2.2760799754287022e-05, -1.2506238577455321e-05, +1.4866659401191159e-05
13-DEC-2028 21:10:00.0000 ET, -1.9701121430684494e+00, +3.9370731978191253e-01, -2.6488967748714773e+00, -2.2664121064211074e-05, -1.2529716589248665e-05, +1.4994098434252009e-05
13-DEC-2028 21:20:00.0000 ET, -1.9836814480513687e+00, +3.8618254281638920e-01, -2.6398621915018268e+00, -2.2566786497025090e-05, -1.2552808970131747e-05, +1.5121107517359324e-05
13-DEC-2028 21:30:00.0000 ET, -1.9971921562948005e+00, +3.7864402628863392e-01, -2.6307515325531199e+00, -2.2468799081043501e-05, -1.2575514997533639e-05, +1.5247683089164834e-05
13-DEC-2028 21:40:00.0000 ET, -2.0106438769589086e+00, +3.7109200224785011e-01, -2.6215650592261603e+00, -2.2370161717315348e-05, -1.2597833882928151e-05, +1.5373821504851751e-05
13-DEC-2028 21:50:00.0000 ET, -2.0240362209507565e+00, +3.6352670321244585e-01, -2.6123030349044507e+00, -2.2270877330064813e-05, -1.2619764852082077e-05, +1.5499519135186985e-05
13-DEC-2028 22:00:00.0000 ET, -2.0373688009382001e+00, +3.5594836216142656e-01, -2.6029657251447578e+00, -2.2170948858704281e-05, -1.2641307140813923e-05, +1.5624772361267423e-05
13-DEC-2028 22:10:00.0000 ET, -2.0506412313536329e+00, +3.4835721253132168e-01, -2.5935533976747038e+00, -2.2070379251617009e-05, -1.2662459991512574e-05, +1.5749577569973027e-05
13-DEC-2028 22:20:00.0000 ET, -2.0638531284100954e+00, +3.4075348820630658e-01, -2.5840663223816902e+00, -2.1969171492364322e-05, -1.2683222667717278e-05, +1.5873931172774713e-05
13-DEC-2028 22:30:00.0000 ET, -2.0770041101130681e+00, +3.3313742351061348e-01, -2.5745047713046225e+00, -2.1867328599918240e-05, -1.2703594454605298e-05, +1.5997829606826157e-05
13-DEC-2028 22:40:00.0000 ET, -2.0900937962724240e+00, +3.2550925320078772e-01, -2.5648690186253811e+00, -2.1764853486051202e-05, -1.2723574578738638e-05, +1.6121269229944810e-05
13-DEC-2028 22:50:00.0000 ET, -2.1031218084957191e+00, +3.1786921246849742e-01, -2.5551593406741748e+00, -2.1661749325458309e-05, -1.2743162416408002e-05, +1.6244246593218564e-05
